#Buster приобрел себе новый автомобиль — Ferrari 296 GTS. Слава ранее упоминал, что продал свою старую машину и приобрел новую той же марки. Как и писал, прошлую продал, слишком много мозгоебки с электроникой у нее было. Взял новую без пробега 296 GTS очень нравится, она супер комфортная.;Развлечения
#Sasavot поделился впечатлениями о Белграде. Ранее Глеб приезжал в Сербию на празднование Дня Рождения #Evelone.;Развлечения
#Evelone рассказал, что его совместной встречи с #IShowSpeed в ближайшее время не будет. Сегодня IShowSpeed проводил стрим в Сербии в рамках своего Евротура. Вадим подтвердил, что знает о пребывании стримера в стране, но никаких договорённостей о совместной трансляции у них нет.;Развлечения
#xQc раскритиковал Twitch за несправедливую модерацию. На своем стриме Феликс вновь поднял проблему непоследовательной модерации на платформе Twitch. Эта тема получила новый виток обсуждения после инцидента со стримером #HasanAbi, который недавно демонстрировал на трансляции пистолет. Это прямое нарушение правил платформы не повлекло за собой никаких санкций. xQc заявил, что руководство Twitch намеренно создало расплывчатые и нечеткие правила. По его мнению, это позволяет модераторам интерпретировать их по-разному в каждом конкретном случае, что формирует предвзятое отношение к пользователям. Такой подход, считает стример, приводит к тому, что блокировки применяются только к тем, кого платформа сама захочет наказать, создавая двойные стандарты.;Развлечения
#Arthas на стриме составил свой тир-лист ред-флагов в девушках. К самым опасным флагам он отнёс: если девушках стримит в «горячих» категориях на Twitch, сравнения с бывшими, поддержку общения с ними, нимфоманию, измены в прошлом, тягу к вечным тусовкам, наличие ЗППП, постоянное создание драм, давление фразами «мужик должен», злоупотребление алкоголем или наркотиками, татуировки по всему телу, чрезмерную зависимость от соцсетей, лживость и даже привычку заводить зоопарк дома, феминистки с двойными стандартами, матери-одиночки с «кучей проблем» и девушки, живущие только ради внимания. В «Серьёзные флаги» Папич отнес патологическую ревность, избегание ответственности, обесценивание чувств, любовь к люксовым брендам, скрытность, проблемы с азартными играми, агрессивная религиозность, тяга к деструктивным отношениям, отсутствие уважения к родителям и постоянная игра в «жертву». В категорию жёлтых флагов попали: гиперопека, чавканье, вера в гороскопы, манипуляции чувством вины, нетерпеливость и злость по пустякам.;Развлечения
#Bratishkin показал, как сейчас выглядит его палец на рентгене после операции. Я — росомаха… У меня, конечно, тут пластина стоит. Я-то думаю, у меня палец какой-то здоровый вышел.;Развлечения
#Guacamolemolly сообщил, что похудел на 9 килограммов.  Марк рассказал, что за две недели правильного питания сбросил уже 9 кг и сейчас весит 108 кг.;Развлечения
#Deepins проводит стрим-марафон по прохождению игр «Little Nightmares». Специально для марафона Ваня украсил свою комнату в тематическом стиле. twitch.tv/deepins02;Развлечения
#Evelone может встретиться с #IShowSpeed в Сербии. Среди стран, которые Спид планирует посетить во второй части своего IRL-тура по Европе, есть и Сербия, где сейчас находится Вадим. У нас есть чел, который ему всё это устраивает в Сербии, поэтому он нас свяжет.;Развлечения
#Bratishkin купил себе золотое кольцо Bulgari за 180.000 рублей. Вова рассказал, что собирается разыграть данное кольцо, так как оно ему не понравилось. Сам я себе возьму, наверное, что-нибудь из платины, потому что из золота мне не очень как-то подходит. Я какой-то цыганенок прям.;Развлечения
#Mokrivskyi проводит совместный стрим на природе — ребята жарят шашлыки. Участники: #Evelone, #Sasavot, #Dangerlyoha, #Skillzor, #Morphilina, #Yuuechka, #Insider, #Ctom, #Sayurri, #Mokrivskyi, #Morpheya и #Baz. twitch.tv/mokrivskyi;Развлечения
#Stintik планирует провести «Liar’s Bar в реальной жизни». Максим рассматривает возможность организовать стрим за свой счёт из-за частых переносов со стороны своего спонсора — он не хочет так долго ждать и готов вложиться сам. Сейчас он уже связался с командой, которая занимается проведением таких игр, и ожидает расчёт стоимости такой трансляции. Стинт поделился, что #Bratishkin потратил около 4.000.000 рублей на свой стрим с картингом. Максим предполагает, что при одной локации, статичных камерах и упрощённой инфографике по картам, бюджет можно сократить вдвое.;Развлечения
#Deepins готовит атмосферный марафон по игре Little Nightmares. Ваня оформит свою комнату в мрачном стиле игры — ни одного светлого уголка не останется. Трансляция запланирована на 8 июля. Также стример поделился ближайшими планами: 20 июля он уедет на две недели на съёмки фильма, а этим летом планирует выпустить собственную игру.;Развлечения
#Buster планирует полететь к #Evelone в Сербию. Слава собирается лично поздравить Вадима с Днём Рождения — он отправится, как только его подарок будет готов.;Развлечения
Amazon и Twitch подали в суд против Кирилла Малофеева с требованием запретить ему судиться с ними вне США. Конфликт начался в 2022 году, когда Twitch заблокировал аккаунт профессионального игрока #Likkrit после введения санкций против него и его криптокомпаний. В ответ Малофеев подал иск в российский арбитраж — суд обязал Twitch восстановить доступ и платить штраф: 100.000 рублей в день с удвоением каждую неделю. По расчётам Amazon, к июню 2025 года сумма превысила «все деньги мира». Теперь Amazon и Twitch требуют в суде запретить Малофееву подавать и продолжать любые иски вне США. По их мнению, он нарушил пользовательское соглашение, где прописано — все споры должны рассматриваться только в Калифорнии. Также компании просят суд вынести решение по умолчанию — Малофеев не явился на слушания 26 февраля, не ответил на иск и проигнорировал уведомления. Twitch считает, что в противном случае он продолжит добиваться исполнения российских решений в других странах, что создаёт риск для бизнеса. Слушания по ходатайству пройдут 7 августа.;Развлечения
#IShowSpeed проводит IRL-стрим из Хорватии. Это его первый стрим после разбана на Твиче. Даррен отправился во второй тур по Европе, в рамках которого посетит более десяти стран. twitch.tv/ishowspeed;Развлечения
По слухам #iShowSpeed подпишет эксклюзивный контракт с Twitch на $600 млн. iShowSpeed может стать эксклюзивным партнером Twitch как минимум на два года. Пока что ни стример, ни представители платформы не комментировали слухи. Стример получил галочку на Твиче и уже может начать стримить свой эксклюзивный тур, который начнется 7 июля на двух платформах на YouTube, и Twitch.;Развлечения
#Anarabdullaev преодолел отметку в 300.000 фолловеров на Твиче.;Развлечения
"#Stintik высказался про коллаборации #Buster'а со знаменитостями на стримах. Что они будут делать на стриме? ""Ну вот, я с Топлесом выбираю самую красивую стримершу"". Я уже могу делать ставку — я уверен, что это произойдёт. Ребята, ну давайте будем честны. А потом пост в стрим-инсайде: “Топлес решил, что самая красивая стримерша — это...” и там какая-нибудь женщина сисястая такая.";Развлечения
#Mokrivskyi сделал подарок для #Evelone — идею для стрима, где Вадим будет открывать кейсы, сувенирные наборы и капсулы в CS2. Рома подарил по одному экземпляру каждого кейса, сувенирного набора и капсулы. Также #Strogo подарил Эвелону Glock-18 | Градиент с наклейками Reason Gaming общей стоимостью ~3.500.000 рублей.;Развлечения
#IShowSpeed возвращается на Twitch спустя 3 года с «Европейским туром». Спид будет вести трансляции второго этапа своего «Европейского тура», который стартует 7 июля в 14:00 по МСК. Стримы будут проходить одновременно на YouTube и Twitch. В рамках тура он посетит Сербию, Турцию, Испанию, Польшу, Францию и другие страны.;Развлечения
#RavshanN завершил благотворительный 48-часовой стрим— собрал 2.300.000 рублей на помощь детям. Спасибо всем за эти 48 часов благотворительного стрима. Каждому, кто зашел, всем, кто кинул какую-то копейку, в первую очередь — это вы молодцы! Мы собрали 2.3 миллиона рублей, я от себя тоже закину, округлю и отпишу. Закину в фонд, который сделает отчет о каждой копейке. Всю следующую инфу скину позже, всех обнял.;Развлечения
KillaGram -  Батя (2025). Жанр: рэпкор;Развлечения
Сегодня исполняется 61 год вокалистке Hole и вдове Курта Кобейна Кортни Лав;Развлечения
"Из офишл аккаунта Оззи, слишком тонко даже для английского юмора: ""Впервые встретился с Экслом Роузом (на финальном концерте Оззи - прим. Пер.), в моем возрасте не часто встречаешь легенд...""";Развлечения
проект «ГОРШЕНЁВ» Выступили на фестивалях в Пружанах и Барановичах;Развлечения
